ID,ROLLINGDB_ID,ISOLATION_LOCATION,DB_OF_ORIGIN,TESTING_LOCATION,MEDIA,RIF,INH,RFB,BDQ,EMB,STR,KAN,AMI,CAP,OFX,LEV,MXF,ETH,PAS,CYS,LIN,CFZ,AMI_PHENOTYPE_QUALITY,CYS_PHENOTYPE_QUALITY,EMB_PHENOTYPE_QUALITY,ETH_PHENOTYPE_QUALITY,INH_PHENOTYPE_QUALITY,KAN_PHENOTYPE_QUALITY,MXF_PHENOTYPE_QUALITY,OFX_PHENOTYPE_QUALITY,PAS_PHENOTYPE_QUALITY,RFB_PHENOTYPE_QUALITY,RIF_PHENOTYPE_QUALITY,STR_PHENOTYPE_QUALITY
TRL0022753,TRL0022753,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,20.0,,2.5,0.5,2.0,1.0,0.25,0.125,,,,0.5,0.24,,,,,,,,,,,,
TRL0022765,TRL0022765,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.25,20.0,,10.0,16.0,4.0,8.0,2.0,1.0,,,,0.25,0.5,,,,,,,,,,,,
TRL0023642,TRL0023642,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.031,10.0,,1.25,1.0,1.0,8.0,2.0,1.0,,,,0.25,0.24,,,,,,,,,,,,
TRL0023983,TRL0023983,South Africa,NICD,Not specified,BMD,16.0,0.4,,0.125,1.25,,2.5,1.0,1.0,0.5,0.125,0.06,,,,0.5,0.12,,,,,,,,,,,,
TRL0024410,TRL0024410,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.125,5.0,,1.25,1.0,2.0,1.0,0.5,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0025866,TRL0025866,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.031,20.0,,1.25,0.5,2.0,0.5,0.25,0.06,,,,2.0,4.0,,,,,,,,,,,,
TRL0031160,TRL0031160,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.125,10.0,,1.25,1.0,2.0,1.0,0.03,0.25,,,,0.25,0.5,,,,,,,,,,,,
TRL0031813,TRL0031813,South Africa,NICD,Not specified,BMD,16.0,0.048,,0.125,1.25,,1.25,1.0,0.5,0.5,0.25,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0037452,TRL0037452,South Africa,NICD,Not specified,BMD,0.48,0.048,,0.125,1.25,,2.5,1.0,2.0,0.5,0.125,0.06,,,,0.125,0.12,,,,,,,,,,,,
TRL0037975,TRL0037975,South Africa,NICD,Not specified,BMD,0.12,0.048,,0.062,1.25,,2.5,1.0,1.0,0.5,0.125,0.06,,,,0.125,0.06,,,,,,,,,,,,
TRL0038616,TRL0038616,South Africa,NICD,Not specified,BMD,2.0,0.2,,0.008,2.5,,1.25,1.0,1.0,0.5,0.125,0.06,,,,0.25,0.06,,,,,,,,,,,,
TRL0038641,TRL0038641,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,1.25,,1.25,0.5,0.5,0.5,0.125,0.06,,,,0.125,0.12,,,,,,,,,,,,
TRL0039162,TRL0039162,South Africa,NICD,Not specified,BMD,16.0,0.048,,0.062,1.25,,2.5,1.0,1.0,0.5,0.25,0.06,,,,0.125,0.015,,,,,,,,,,,,
TRL0039481,TRL0039481,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,0.625,,2.5,1.0,1.0,0.5,0.25,0.06,,,,0.25,0.06,,,,,,,,,,,,
TRL0039576,TRL0039576,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,5.0,,0.625,0.06,0.5,0.25,0.25,0.06,,,,0.125,0.12,,,,,,,,,,,,
TRL0039671,TRL0039671,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.125,5.0,,1.25,1.0,1.0,0.5,0.125,0.06,,,,0.125,0.5,,,,,,,,,,,,
TRL0040091,TRL0040091,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,10.0,,1.25,0.5,1.0,1.0,0.25,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0041018,TRL0041018,South Africa,NICD,Not specified,BMD,2.0,0.4,,0.125,2.5,,5.0,2.0,2.0,1.0,0.25,0.5,,,,0.25,0.5,,,,,,,,,,,,
TRL0043835,TRL0043835,South Africa,NICD,Not specified,BMD,0.12,0.048,,0.125,1.25,,1.25,1.0,1.0,0.5,0.125,0.06,,,,0.125,0.06,,,,,,,,,,,,
TRL0044786,TRL0044786,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,1.25,,1.25,1.0,1.0,0.5,0.25,0.125,,,,0.125,0.06,,,,,,,,,,,,
TRL0045387,TRL0045387,South Africa,NICD,Not specified,BMD,0.12,0.096,,0.125,1.25,,2.5,1.0,1.0,0.5,0.125,0.06,,,,0.5,0.12,,,,,,,,,,,,
TRL0051487,TRL0051487,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,20.0,,1.25,1.0,2.0,1.0,1.0,0.125,,,,0.5,0.24,,,,,,,,,,,,
TRL0053150,TRL0053150,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.125,1.25,,2.5,1.0,1.0,1.0,0.5,0.125,,,,0.5,0.12,,,,,,,,,,,,
TRL0056535,TRL0056535,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,10.0,,1.25,1.0,1.0,1.0,0.5,0.125,,,,0.125,2.0,,,,,,,,,,,,
TRL0057671,TRL0057671,South Africa,NICD,Not specified,BMD,16.0,0.2,,0.031,2.5,,2.5,2.0,2.0,0.5,0.25,0.125,,,,0.25,0.06,,,,,,,,,,,,
TRL0060765,TRL0060765,South Africa,NICD,Not specified,BMD,2.0,0.048,,0.008,2.5,,0.625,0.5,1.0,1.0,0.25,0.015,,,,0.125,0.06,,,,,,,,,,,,
TRL0063481,TRL0063481,South Africa,NICD,Not specified,BMD,16.0,0.2,,0.062,2.5,,1.25,0.5,1.0,0.5,0.25,0.06,,,,0.125,0.24,,,,,,,,,,,,
TRL0065056,TRL0065056,South Africa,NICD,Not specified,BMD,0.12,0.012,,0.062,1.25,,2.5,1.0,1.0,0.25,0.125,0.125,,,,0.25,0.12,,,,,,,,,,,,
TRL0065060,TRL0065060,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.031,20.0,,0.312,1.0,2.0,0.5,0.125,0.06,,,,0.125,0.12,,,,,,,,,,,,
TRL0065126,TRL0065126,South Africa,NICD,Not specified,BMD,0.48,0.4,,0.125,2.5,,5.0,1.0,2.0,2.0,0.5,0.125,,,,0.125,0.5,,,,,,,,,,,,
TRL0066006,TRL0066006,South Africa,NICD,Not specified,BMD,0.48,0.048,,0.125,2.5,,2.5,2.0,2.0,1.0,0.5,0.125,,,,0.5,0.12,,,,,,,,,,,,
TRL0069553,TRL0069553,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,5.0,,1.25,1.0,1.0,1.0,0.25,0.125,,,,0.5,0.06,,,,,,,,,,,,
TRL0071026,TRL0071026,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,1.25,,2.5,1.0,2.0,0.5,0.125,0.06,,,,0.25,0.015,,,,,,,,,,,,
TRL0072847,TRL0072847,South Africa,NICD,Not specified,BMD,16.0,0.048,,0.008,1.25,,1.25,1.0,1.0,1.0,0.25,0.125,,,,0.125,0.06,,,,,,,,,,,,
TRL0073196,TRL0073196,South Africa,NICD,Not specified,BMD,2.0,3.2,,0.031,5.0,,0.625,0.5,0.5,0.5,0.25,0.06,,,,0.125,0.015,,,,,,,,,,,,
TRL0073861,TRL0073861,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.062,2.5,,1.25,0.5,1.0,1.0,0.25,0.125,,,,0.25,0.06,,,,,,,,,,,,
TRL0074347,TRL0074347,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,20.0,,0.625,0.5,0.25,8.0,2.0,0.5,,,,0.125,0.12,,,,,,,,,,,,
TRL0074450,TRL0074450,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,1.25,,2.5,1.0,1.0,0.5,0.125,0.06,,,,0.25,0.24,,,,,,,,,,,,
TRL0078924,TRL0078924,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,10.0,,10.0,16.0,8.0,8.0,2.0,2.0,,,,0.25,0.24,,,,,,,,,,,,
TRL0079859,TRL0079859,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,1.25,,1.25,0.5,1.0,0.5,0.125,0.125,,,,0.25,0.12,,,,,,,,,,,,
TRL0080690,TRL0080690,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.125,0.156,,2.5,2.0,1.0,0.5,0.03,0.06,,,,0.25,0.12,,,,,,,,,,,,
TRL0080727,TRL0080727,South Africa,NICD,Not specified,BMD,16.0,0.4,,0.008,20.0,,0.312,0.06,0.25,1.0,0.25,0.06,,,,0.015,0.015,,,,,,,,,,,,
TRL0081287,TRL0081287,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.125,2.5,,1.25,1.0,1.0,2.0,1.0,0.06,,,,2.0,0.12,,,,,,,,,,,,
TRL0083443,TRL0083443,South Africa,NICD,Not specified,BMD,0.12,0.012,,0.062,1.25,,0.625,1.0,0.25,0.5,0.125,0.015,,,,0.25,0.06,,,,,,,,,,,,
TRL0083468,TRL0083468,South Africa,NICD,Not specified,BMD,0.48,0.096,,0.062,2.5,,2.5,1.0,2.0,1.0,0.25,0.125,,,,0.25,0.12,,,,,,,,,,,,
TRL0083502,TRL0083502,South Africa,NICD,Not specified,BMD,0.12,0.012,,0.008,1.25,,0.625,1.0,1.0,0.5,0.125,0.015,,,,0.25,0.12,,,,,,,,,,,,
TRL0084661,TRL0084661,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.008,20.0,,1.25,1.0,1.0,0.5,0.125,0.06,,,,0.25,0.015,,,,,,,,,,,,
TRL0084676,TRL0084676,South Africa,NICD,Not specified,BMD,16.0,0.4,,0.062,2.5,,1.25,2.0,2.0,1.0,0.25,0.125,,,,0.25,0.5,,,,,,,,,,,,
TRL0085353,TRL0085353,South Africa,NICD,Not specified,BMD,0.12,0.096,,0.125,2.5,,1.25,2.0,2.0,1.0,0.5,0.125,,,,1.0,2.0,,,,,,,,,,,,
TRL0085451,TRL0085451,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.062,20.0,,2.5,1.0,2.0,1.0,0.5,0.06,,,,0.5,1.0,,,,,,,,,,,,
TRL0085876,TRL0085876,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.125,1.25,,2.5,1.0,1.0,0.5,0.25,0.125,,,,0.125,0.24,,,,,,,,,,,,
TRL0086437,TRL0086437,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,20.0,,1.25,0.5,1.0,0.5,0.25,0.125,,,,0.125,0.06,,,,,,,,,,,,
TRL0086755,TRL0086755,South Africa,NICD,Not specified,BMD,16.0,0.048,,0.25,2.5,,2.5,1.0,1.0,1.0,0.25,0.125,,,,0.125,1.0,,,,,,,,,,,,
TRL0088085,TRL0088085,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.008,20.0,,2.5,2.0,2.0,8.0,2.0,1.0,,,,0.125,0.06,,,,,,,,,,,,
TRL0090177,TRL0090177,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.031,1.25,,1.25,0.5,1.0,0.5,0.125,0.015,,,,0.25,0.06,,,,,,,,,,,,
TRL0090417,TRL0090417,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.031,10.0,,1.25,1.0,1.0,0.5,0.125,0.06,,,,0.25,0.06,,,,,,,,,,,,
TRL0090790,TRL0090790,South Africa,NICD,Not specified,BMD,0.12,0.012,,0.008,1.25,,0.312,0.5,1.0,0.06,0.125,0.06,,,,0.125,0.06,,,,,,,,,,,,
TRL0090962,TRL0090962,South Africa,NICD,Not specified,BMD,16.0,0.048,,0.125,2.5,,1.25,1.0,2.0,1.0,0.25,0.125,,,,0.125,0.24,,,,,,,,,,,,
TRL0091794,TRL0091794,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.031,5.0,,0.625,0.5,0.25,1.0,0.5,0.125,,,,0.25,0.12,,,,,,,,,,,,
TRL0091844,TRL0091844,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.125,20.0,,0.312,0.25,0.5,1.0,0.25,0.125,,,,0.062,0.06,,,,,,,,,,,,
TRL0093860,TRL0093860,South Africa,NICD,Not specified,BMD,2.0,0.048,,0.062,2.5,,1.25,0.25,1.0,1.0,0.25,0.125,,,,0.5,0.24,,,,,,,,,,,,
TRL0095023,TRL0095023,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.062,5.0,,1.25,1.0,1.0,1.0,0.25,0.125,,,,0.25,0.06,,,,,,,,,,,,
TRL0095895,TRL0095895,South Africa,NICD,Not specified,BMD,1.0,0.048,,0.25,1.25,,2.5,1.0,1.0,1.0,0.25,0.125,,,,0.062,0.06,,,,,,,,,,,,
TRL0097309,TRL0097309,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.031,20.0,,1.25,1.0,2.0,0.5,0.25,0.06,,,,0.25,0.06,,,,,,,,,,,,
TRL0099205,TRL0099205,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.031,2.5,,1.25,1.0,1.0,0.5,0.125,0.125,,,,0.062,0.06,,,,,,,,,,,,
TRL0100824,TRL0100824,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.031,10.0,,0.156,0.5,0.5,0.5,0.125,0.015,,,,0.125,0.06,,,,,,,,,,,,
TRL0101440,TRL0101440,South Africa,NICD,Not specified,BMD,16.0,0.4,,0.008,10.0,,1.25,1.0,1.0,0.5,0.03,0.125,,,,0.25,0.015,,,,,,,,,,,,
TRL0101901,TRL0101901,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,5.0,,1.25,1.0,1.0,1.0,0.25,0.125,,,,0.25,0.015,,,,,,,,,,,,
TRL0103300,TRL0103300,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.125,10.0,,2.5,1.0,2.0,4.0,0.5,0.5,,,,0.125,0.12,,,,,,,,,,,,
TRL0103669,TRL0103669,South Africa,NICD,Not specified,BMD,0.12,0.096,,0.031,0.156,,1.25,1.0,1.0,0.5,0.125,0.06,,,,0.25,0.015,,,,,,,,,,,,
TRL0105138,TRL0105138,South Africa,NICD,Not specified,BMD,0.12,0.048,,0.031,1.25,,1.25,0.5,0.5,0.5,0.125,0.125,,,,0.125,0.06,,,,,,,,,,,,
TRL0105148,TRL0105148,South Africa,NICD,Not specified,BMD,16.0,0.096,,0.25,2.5,,2.5,2.0,1.0,0.5,0.5,0.125,,,,1.0,0.5,,,,,,,,,,,,
TRL0105195,TRL0105195,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.031,20.0,,0.625,0.25,1.0,0.5,0.125,0.06,,,,0.062,0.015,,,,,,,,,,,,
TRL0107371,TRL0107371,South Africa,NICD,Not specified,BMD,16.0,1.6,,0.062,10.0,,1.25,0.5,0.5,0.5,0.125,0.06,,,,0.125,0.06,,,,,,,,,,,,
TRL0107570,TRL0107570,South Africa,NICD,Not specified,BMD,16.0,0.2,,0.031,10.0,,1.25,1.0,1.0,1.0,0.125,0.06,,,,0.25,0.24,,,,,,,,,,,,
TRL0108114,TRL0108114,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.062,2.5,,1.25,0.5,0.5,0.5,0.25,0.06,,,,0.125,0.06,,,,,,,,,,,,
TRL0108514,TRL0108514,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.062,10.0,,1.25,0.5,1.0,1.0,0.25,0.125,,,,0.25,0.12,,,,,,,,,,,,
TRL0109157,TRL0109157,South Africa,NICD,Not specified,BMD,16.0,0.2,,0.031,10.0,,0.625,1.0,1.0,1.0,0.25,0.125,,,,0.25,0.06,,,,,,,,,,,,
TRL0110907,TRL0110907,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.031,20.0,,1.25,1.0,1.0,0.5,0.125,0.06,,,,0.25,0.24,,,,,,,,,,,,
TRL0111034,TRL0111034,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.125,10.0,,1.25,1.0,1.0,1.0,0.5,0.125,,,,1.0,0.12,,,,,,,,,,,,
TRL0112235,TRL0112235,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,20.0,,0.625,0.5,0.25,1.0,0.25,0.125,,,,0.25,0.06,,,,,,,,,,,,
TRL0112827,TRL0112827,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.125,1.25,,1.25,1.0,0.5,0.5,0.125,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0112877,TRL0112877,South Africa,NICD,Not specified,BMD,16.0,1.6,,0.062,1.25,,2.5,1.0,1.0,1.0,0.125,0.125,,,,0.5,0.06,,,,,,,,,,,,
TRL0112884,TRL0112884,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,2.5,,1.25,0.5,0.5,0.5,0.25,0.06,,,,0.125,0.12,,,,,,,,,,,,
TRL0112979,TRL0112979,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.062,1.25,,1.25,0.5,0.5,0.5,0.25,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0112980,TRL0112980,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,1.25,,1.25,0.5,0.5,0.5,0.125,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0113005,TRL0113005,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.125,10.0,,2.5,1.0,1.0,1.0,0.25,0.25,,,,0.25,0.24,,,,,,,,,,,,
TRL0113018,TRL0113018,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.062,5.0,,1.25,0.5,0.5,0.5,0.125,0.06,,,,0.125,0.06,,,,,,,,,,,,
TRL0113019,TRL0113019,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.125,1.25,,2.5,1.0,1.0,1.0,0.125,0.06,,,,0.5,0.06,,,,,,,,,,,,
TRL0113022,TRL0113022,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,20.0,,0.625,0.5,0.5,1.0,0.25,0.06,,,,0.125,0.015,,,,,,,,,,,,
TRL0113054,TRL0113054,South Africa,NICD,Not specified,BMD,16.0,1.6,,0.125,5.0,,1.25,0.5,0.5,1.0,0.25,0.06,,,,0.25,0.12,,,,,,,,,,,,
TRL0113061,TRL0113061,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.062,20.0,,10.0,16.0,8.0,8.0,2.0,0.5,,,,0.125,0.06,,,,,,,,,,,,
TRL0113093,TRL0113093,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.062,1.25,,1.25,1.0,1.0,1.0,0.25,0.125,,,,0.5,2.0,,,,,,,,,,,,
TRL0113094,TRL0113094,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,1.25,,1.25,0.5,0.5,1.0,0.25,0.125,,,,0.125,0.06,,,,,,,,,,,,
TRL0113095,TRL0113095,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,20.0,,1.25,1.0,1.0,0.5,0.25,0.125,,,,0.25,0.24,,,,,,,,,,,,
TRL0113098,TRL0113098,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,10.0,,1.25,0.5,1.0,1.0,0.25,0.06,,,,0.125,0.12,,,,,,,,,,,,
TRL0113166,TRL0113166,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.062,1.25,,1.25,0.5,0.5,0.5,0.125,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0113167,TRL0113167,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.062,1.25,,1.25,0.5,0.5,1.0,0.125,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0113198,TRL0113198,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.125,2.5,,2.5,1.0,1.0,2.0,0.5,0.25,,,,0.25,1.0,,,,,,,,,,,,
TRL0113257,TRL0113257,South Africa,NICD,Not specified,BMD,0.12,0.012,,0.008,1.25,,2.5,1.0,1.0,0.5,0.125,0.015,,,,0.25,0.015,,,,,,,,,,,,
TRL0113259,TRL0113259,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,1.25,,2.5,1.0,1.0,0.5,0.125,0.06,,,,0.25,0.06,,,,,,,,,,,,
TRL0113325,TRL0113325,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,1.25,,0.625,0.5,1.0,0.5,0.125,0.06,,,,0.25,0.12,,,,,,,,,,,,
TRL0113326,TRL0113326,South Africa,NICD,Not specified,BMD,16.0,0.048,,0.062,1.25,,2.5,1.0,1.0,1.0,0.5,0.06,,,,0.5,0.12,,,,,,,,,,,,
TRL0113344,TRL0113344,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,20.0,,1.25,1.0,2.0,8.0,2.0,1.0,,,,0.25,0.12,,,,,,,,,,,,
TRL0113347,TRL0113347,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,20.0,,1.25,1.0,1.0,8.0,2.0,1.0,,,,0.25,0.06,,,,,,,,,,,,
TRL0113427,TRL0113427,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.125,5.0,,0.625,0.25,1.0,1.0,0.125,0.06,,,,0.25,0.06,,,,,,,,,,,,
TRL0113465,TRL0113465,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.062,20.0,,0.625,0.5,0.5,4.0,1.0,0.25,,,,0.125,0.015,,,,,,,,,,,,
TRL0113469,TRL0113469,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.125,2.5,,2.5,1.0,1.0,0.5,0.125,0.125,,,,0.25,0.06,,,,,,,,,,,,
TRL0113476,TRL0113476,South Africa,NICD,Not specified,BMD,16.0,0.2,,0.062,1.25,,0.625,0.5,0.5,0.5,0.25,0.125,,,,0.062,0.06,,,,,,,,,,,,
TRL0113483,TRL0113483,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,10.0,,1.25,0.25,2.0,8.0,2.0,2.0,,,,0.25,0.12,,,,,,,,,,,,
TRL0113484,TRL0113484,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.062,20.0,,1.25,0.5,1.0,0.5,0.5,0.06,,,,0.25,0.06,,,,,,,,,,,,
TRL0113487,TRL0113487,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.062,20.0,,10.0,16.0,8.0,1.0,1.0,0.25,,,,0.25,0.12,,,,,,,,,,,,
TRL0113491,TRL0113491,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.031,2.5,,0.625,0.5,0.5,0.5,0.125,0.06,,,,0.125,0.06,,,,,,,,,,,,
TRL0113493,TRL0113493,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.125,10.0,,1.25,0.06,0.25,0.5,0.125,0.125,,,,0.015,0.015,,,,,,,,,,,,
TRL0113494,TRL0113494,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.125,10.0,,10.0,4.0,8.0,8.0,2.0,1.0,,,,0.125,0.12,,,,,,,,,,,,
TRL0113496,TRL0113496,South Africa,NICD,Not specified,BMD,16.0,0.048,,0.062,1.25,,1.25,1.0,1.0,0.5,0.25,0.06,,,,0.125,0.06,,,,,,,,,,,,
TRL0113512,TRL0113512,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.031,20.0,,0.625,0.25,0.25,0.5,0.25,0.125,,,,0.125,0.015,,,,,,,,,,,,
TRL0113519,TRL0113519,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.062,20.0,,0.625,0.5,1.0,0.25,0.125,0.015,,,,0.25,0.06,,,,,,,,,,,,
TRL0113569,TRL0113569,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,10.0,,10.0,16.0,8.0,8.0,2.0,2.0,,,,0.25,0.12,,,,,,,,,,,,
TRL0113572,TRL0113572,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.125,20.0,,1.25,1.0,0.5,0.5,0.125,0.125,,,,0.25,0.24,,,,,,,,,,,,
TRL0113579,TRL0113579,South Africa,NICD,Not specified,BMD,16.0,0.2,,0.062,10.0,,1.25,1.0,1.0,0.5,0.125,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0113580,TRL0113580,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.125,10.0,,1.25,0.5,1.0,1.0,0.25,0.125,,,,0.125,0.06,,,,,,,,,,,,
TRL0113586,TRL0113586,South Africa,NICD,Not specified,BMD,8.0,3.2,,0.062,2.5,,1.25,1.0,1.0,0.5,0.125,0.06,,,,0.25,0.015,,,,,,,,,,,,
TRL0113615,TRL0113615,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.062,0.625,,1.25,1.0,0.5,0.06,0.125,0.015,,,,0.125,0.015,,,,,,,,,,,,
TRL0113616,TRL0113616,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.25,10.0,,10.0,16.0,8.0,8.0,2.0,1.0,,,,0.25,0.24,,,,,,,,,,,,
TRL0113626,TRL0113626,South Africa,NICD,Not specified,BMD,16.0,1.6,,0.062,10.0,,0.625,0.5,0.5,1.0,0.5,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0113629,TRL0113629,South Africa,NICD,Not specified,BMD,0.12,0.096,,0.008,1.25,,0.312,1.0,4.0,2.0,0.03,0.125,,,,0.125,0.24,,,,,,,,,,,,
TRL0113639,TRL0113639,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.125,10.0,,0.312,0.5,0.5,0.5,0.125,0.06,,,,0.25,0.06,,,,,,,,,,,,
TRL0113640,TRL0113640,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.062,20.0,,1.25,1.0,1.0,1.0,0.25,0.125,,,,0.25,0.24,,,,,,,,,,,,
TRL0113646,TRL0113646,South Africa,NICD,Not specified,BMD,16.0,1.6,,0.062,2.5,,1.25,0.5,0.5,1.0,0.125,0.125,,,,0.125,0.12,,,,,,,,,,,,
TRL0113671,TRL0113671,South Africa,NICD,Not specified,BMD,16.0,0.012,,0.031,1.25,,5.0,1.0,1.0,0.5,0.125,0.06,,,,0.125,0.015,,,,,,,,,,,,
TRL0113702,TRL0113702,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.125,10.0,,1.25,0.5,0.5,1.0,0.5,0.125,,,,0.062,0.5,,,,,,,,,,,,
TRL0113733,TRL0113733,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.062,10.0,,0.156,0.5,0.25,1.0,0.25,0.125,,,,0.015,0.12,,,,,,,,,,,,
TRL0114134,TRL0114134,South Africa,NICD,Not specified,BMD,16.0,6.4,,0.008,1.25,,0.625,0.5,0.5,0.5,0.125,0.06,,,,0.125,0.015,,,,,,,,,,,,
TRL0114137,TRL0114137,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,10.0,,10.0,16.0,8.0,8.0,2.0,2.0,,,,0.25,0.5,,,,,,,,,,,,
TRL0114153,TRL0114153,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.031,2.5,,5.0,1.0,1.0,8.0,2.0,2.0,,,,0.125,0.12,,,,,,,,,,,,
TRL0114239,TRL0114239,South Africa,NICD,Not specified,BMD,16.0,3.2,,0.062,10.0,,1.25,1.0,1.0,1.0,0.25,0.125,,,,0.25,0.12,,,,,,,,,,,,
TRL0114343,TRL0114343,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,20.0,,10.0,16.0,8.0,8.0,2.0,2.0,,,,0.125,0.015,,,,,,,,,,,,
TRL0114455,TRL0114455,South Africa,NICD,Not specified,BMD,16.0,0.8,,0.031,10.0,,5.0,2.0,1.0,8.0,2.0,1.0,,,,0.062,0.015,,,,,,,,,,,,
TRL0114469,TRL0114469,South Africa,NICD,Not specified,BMD,16.0,12.8,,0.125,10.0,,10.0,16.0,8.0,8.0,2.0,2.0,,,,0.25,0.5,,,,,,,,,,,,
